"tissue","treatment","ID","L2FC","padj","gene"
"brain","cold","DN5083_c0_g2_i1",-0.0556905123625914,NA,""
"brain","cold","DN50866_c0_g1_i1",-0.185985011283709,NA,"GATA zinc finger domain containing 2A "
"brain","cold","DN508_c0_g1_i1",-0.160670602769064,NA,""
"brain","cold","DN50920_c0_g1_i1",2.55253468769087,NA,""
"brain","cold","DN50924_c0_g1_i1",0.0877410607532837,NA,""
"brain","cold","DN50925_c0_g1_i1",-0.179469411006028,NA,""
"brain","cold","DN50936_c0_g1_i1",0.0164878471778853,NA,""
"brain","cold","DN5093_c0_g2_i1",0.421302925942036,NA,""
"brain","cold","DN5094_c0_g1_i1",-1.09841091706752,NA,""
"brain","cold","DN50962_c0_g1_i1",-0.177604875330155,NA,"Breast cancer type 1 susceptibility protein-like protein "
"brain","cold","DN50967_c0_g1_i1",-1.09785932265648,NA,"Mammalian ependymin-related protein 1 "
"brain","cold","DN50996_c0_g1_i1",1.78295322114997,NA,""
"brain","cold","DN51003_c0_g1_i1",0.879962135851229,NA,"Sperm-associated antigen 6 "
"brain","cold","DN51005_c0_g1_i1",2.19916592468169,NA,""
"brain","cold","DN51011_c0_g1_i1",-0.714095881354655,NA,""
"brain","cold","DN51012_c0_g1_i1",-0.781656136431104,NA,""
"brain","cold","DN51032_c0_g1_i1",0.224603460896995,NA,"caspase activity and apoptosis inhibitor 1 isoform X2 "
"brain","cold","DN51048_c0_g1_i1",-1.27876858447724,NA,"Ankyrin repeat domain-containing protein 9 "
"brain","cold","DN5105_c0_g1_i1",-0.631596514577415,NA,""
"brain","cold","DN5107_c0_g2_i1",-0.441306297358461,NA,""
"brain","cold","DN51081_c0_g1_i1",0.353184732203401,NA,""
"brain","cold","DN51111_c0_g1_i1",-1.80795500583591,NA,""
"brain","cold","DN51136_c0_g1_i1",-1.50139429478343,NA,""
"brain","cold","DN51139_c0_g1_i1",0.24013375085356,NA,""
"brain","cold","DN51150_c0_g1_i1",-0.346782122337652,NA,""
"brain","cold","DN51172_c0_g1_i1",0.595024585188302,NA,"RING finger protein unkempt "
"brain","cold","DN51203_c0_g1_i1",0.410209058576324,NA,""
"brain","cold","DN51211_c0_g1_i1",-0.0569519483826313,NA,"THO complex subunit 2 "
"brain","cold","DN51223_c0_g1_i1",-0.546492881008368,NA,""
"brain","cold","DN5122_c0_g2_i1",0.0413198602112207,NA,""
"brain","cold","DN51233_c0_g1_i1",0.98449352744948,NA,""
"brain","cold","DN51249_c0_g1_i1",0.799140595126042,NA,""
"brain","cold","DN51258_c0_g1_i1",0.71118411499489,NA,""
"brain","cold","DN51269_c0_g1_i1",0.705864762218953,NA,""
"brain","cold","DN51270_c0_g1_i1",1.26057432560822,NA,""
"brain","cold","DN51271_c0_g1_i1",-0.119783034913982,NA,"p-selectin "
"brain","cold","DN51289_c0_g1_i1",0.00524943924102822,NA,""
"brain","cold","DN5128_c0_g1_i1",1.42054777617332,NA,"Cell adhesion molecule-related/down-regulated by oncogenes-like "
"brain","cold","DN51307_c0_g1_i1",0.139796535979184,NA,""
"brain","cold","DN51342_c0_g1_i1",0.326573487266315,NA,"Anion exchange protein "
"brain","cold","DN51375_c0_g1_i1",0.0211807959276369,NA,""
"brain","cold","DN5137_c0_g1_i1",0.0370764714748556,NA,"Enhancer of polycomb homolog "
"brain","cold","DN51397_c0_g1_i1",1.0245750899322,NA,"Transmembrane protein 74B "
"brain","cold","DN51419_c0_g1_i1",0.961404499982303,NA,""
"brain","cold","DN5141_c0_g2_i1",0.729894227537023,NA,""
"brain","cold","DN51438_c0_g1_i1",-1.20286062937764,NA,"Non-specific lipid-transfer protein "
"brain","cold","DN51487_c0_g1_i1",-0.0463700422846292,NA,"Signal transducer and activator of transcription "
"brain","cold","DN51491_c0_g1_i1",0.142578465260922,NA,""
"brain","cold","DN51512_c0_g1_i1",0.337653802914622,NA,"B-cell lymphoma/leukemia 10 "
"brain","cold","DN51521_c0_g1_i1",0.132173462272668,NA,""
"brain","cold","DN51525_c0_g1_i1",-0.156342411597865,NA,""
"brain","cold","DN51533_c0_g1_i1",-0.255983710423099,NA,""
"brain","cold","DN51539_c0_g1_i1",0.880347364216337,NA,"G-protein-signaling modulator 3-like [Thamnophis sirtalis]"
"brain","cold","DN5153_c0_g1_i1",0.465288830048286,NA,""
"brain","cold","DN51544_c1_g1_i1",-0.328129062569234,NA,""
"brain","cold","DN5155_c0_g1_i1",-0.628384302878061,NA,"Cytochrome P450 4B1-like "
"brain","cold","DN51584_c0_g1_i1",-0.335029511298551,NA,"Fidgetin "
"brain","cold","DN51586_c0_g1_i1",-6.82415541065696,NA,""
"brain","cold","DN51589_c0_g1_i1",1.76871136783039,NA,""
"brain","cold","DN51623_c0_g1_i1",-0.622023242295663,NA,"Beta-ureidopropionase "
"brain","cold","DN51628_c0_g1_i1",-0.23940145013633,NA,"Ring finger protein 182 "
"brain","cold","DN51634_c0_g2_i1",-1.21679411226382,NA,""
"brain","cold","DN51641_c0_g1_i1",0.0386974528535213,NA,"transmembrane protein FLJ37396 "
"brain","cold","DN51645_c0_g1_i1",-0.301394397685107,NA,""
"brain","cold","DN51683_c0_g1_i1",-0.264969837218408,NA,""
"brain","cold","DN51694_c0_g1_i1",0.0888472608840507,NA,"Transmembrane protein 189 "
"brain","cold","DN516_c0_g1_i1",-1.08807976671137,NA,""
"brain","cold","DN51715_c0_g1_i1",0.8763803340189,NA,"Histone acetyltransferase "
"brain","cold","DN51727_c0_g1_i1",-2.59469571906109,NA,"protein crumbs homolog 1 "
"brain","cold","DN51739_c0_g1_i1",-0.633120553302045,NA,""
"brain","cold","DN5173_c0_g1_i1",-0.667377065528164,NA,""
"brain","cold","DN51748_c0_g1_i1",0.916444855720243,NA,""
"brain","cold","DN51750_c0_g1_i1",-0.289000176418767,NA,""
"brain","cold","DN5175_c0_g1_i1",-2.11134321399785,NA,""
"brain","cold","DN51767_c0_g1_i1",1.23633316333674,NA,""
"brain","cold","DN51782_c0_g1_i1",-0.695216313719351,NA,"vacuolar protein sorting-associated protein 41 homolog [Thamnophis sirtalis]"
"brain","cold","DN51787_c0_g1_i1",0.750805871789707,NA,""
"brain","cold","DN51796_c0_g1_i1",0.226108597391453,NA,"AT-rich interactive domain-containing protein 4A "
"brain","cold","DN51817_c0_g1_i1",-1.17558152901062,NA,"Lipopolysaccharide-responsive and beige-like anchor protein-like "
"brain","cold","DN51845_c0_g1_i1",0.319694808602062,NA,"Tau tubulin kinase 1 "
"brain","cold","DN51872_c0_g1_i1",0.265130971032475,NA,""
"brain","cold","DN51875_c0_g1_i1",1.80330771120239,NA,""
"brain","cold","DN51887_c0_g1_i1",-0.21654230801957,NA,""
"brain","cold","DN51917_c0_g1_i1",0.936006582610604,NA,"LysinetRNA ligase "
"brain","cold","DN51937_c0_g1_i1",0.377860241911192,NA,"Arylsulfatase I "
"brain","cold","DN5194_c0_g1_i1",1.2552549149339,NA,"Inactive serine protease 35 "
"brain","cold","DN51951_c0_g1_i1",0.79775750121028,NA,"Octapeptide-repeat protein T2 "
"brain","cold","DN51987_c0_g1_i1",1.080460761715,NA,"Syntaxin-binding protein 5-like protein "
"brain","cold","DN51999_c0_g2_i1",-0.029061441240163,NA,"Oxysterol-binding protein "
"brain","cold","DN52022_c0_g1_i1",0.174894429607644,NA,""
"brain","cold","DN5202_c0_g2_i1",0.602642611011605,NA,""
"brain","cold","DN52055_c0_g1_i1",0.579500915215742,NA,"RAB5C "
"brain","cold","DN5208_c0_g1_i1",0.89847334720055,NA,""
"brain","cold","DN52137_c0_g1_i1",-0.348236005038053,NA,""
"brain","cold","DN52150_c0_g1_i1",-0.461925962375401,NA,""
"brain","cold","DN5216_c0_g1_i1",0.243856492434372,NA,""
"brain","cold","DN52179_c0_g1_i1",-1.51799900280382,NA,""
"brain","cold","DN5223_c0_g1_i1",0.228242102866883,NA,""
"brain","cold","DN52248_c0_g1_i1",1.35093705820158,NA,""
"brain","cold","DN5225_c0_g1_i1",0.128097440048432,NA,"L1-encoded reverse transcriptase-like protein "
"brain","cold","DN52260_c0_g1_i1",-0.67339952010369,NA,"Mucolipin 3 "
"brain","cold","DN52267_c0_g2_i1",-0.0506545655400842,NA,""
"brain","cold","DN5227_c0_g1_i1",-0.323519741808283,NA,"ATP-dependent DNA helicase "
"brain","cold","DN522_c0_g2_i1",-0.310885444165353,NA,"Rac GTPase-activating protein 1 "
"brain","cold","DN52325_c0_g1_i1",-0.672506442218735,NA,""
"brain","cold","DN52347_c0_g1_i1",-0.530746896667675,NA,"Glycogen debranching enzyme "
"brain","cold","DN52378_c0_g1_i1",1.14084065014602,NA,"Histone H4 "
"brain","cold","DN52393_c0_g1_i1",-4.67618201293457,NA,"BR serine/threonine kinase 1 "
"brain","cold","DN52438_c0_g1_i1",-0.954814159245543,NA,"MAP7 domain-containing protein 3 isoform B "
"brain","cold","DN52456_c0_g1_i1",0.0155303757737695,NA,"GLI3 isoform 4 "
"brain","cold","DN52459_c0_g1_i1",-1.96103269731572,NA,""
"brain","cold","DN52462_c0_g1_i1",2.85503141243799,NA,""
"brain","cold","DN52466_c0_g1_i1",1.81341331006206,NA,""
"brain","cold","DN52490_c0_g1_i1",-0.165493015484722,NA,"Arylacetamide deacetylase-like 4 "
"brain","cold","DN52495_c0_g1_i1",-0.463456250984344,NA,"Nicotinamide N-methyltransferase "
"brain","cold","DN524_c0_g1_i1",-1.13773139862227,NA,""
"brain","cold","DN52502_c0_g2_i1",-1.2131473009957,NA,""
"brain","cold","DN52508_c0_g1_i1",0.155946601938836,NA,"Polyadenylate-binding protein 4 "
"brain","cold","DN52526_c0_g1_i1",-0.119291959456296,NA,"Spectrin beta chain, erythrocyte "
"brain","cold","DN52530_c0_g1_i1",0.010165035694145,NA,""
"brain","cold","DN52549_c0_g1_i1",-0.313764479277578,NA,""
"brain","cold","DN52558_c0_g1_i1",1.0861335429658,NA,"Remodeling and spacing factor 1 "
"brain","cold","DN52569_c0_g1_i1",0.926702120812571,NA,"Protocadherin Fat 1 "
"brain","cold","DN52602_c0_g1_i1",1.04321581554568,NA,"SAFB-like transcription modulator "
"brain","cold","DN52616_c0_g1_i1",-0.0387693030598608,NA,""
"brain","cold","DN52620_c1_g1_i1",0.929725492951107,NA,"Ly6/PLAUR domain-containing protein 1 "
"brain","cold","DN52623_c0_g1_i1",-0.0622226711999642,NA,"Coactivator associated arginine methyltransferase 1 "
"brain","cold","DN5262_c0_g1_i1",2.23916584229031,NA,""
"brain","cold","DN52667_c0_g1_i1",-0.642500600903197,NA,""
"brain","cold","DN5271_c0_g1_i1",0.69372235503035,NA,""
"brain","cold","DN52775_c0_g1_i1",0.78543240420533,NA,"E3 ubiquitin-protein ligase TRAF7 "
"brain","cold","DN52790_c0_g1_i1",-0.478412459757382,NA,"BTB domain containing 8 "
"brain","cold","DN52832_c0_g3_i1",0.161341543492984,NA,"Acetyl-CoA carboxylase "
"brain","cold","DN52848_c0_g1_i1",-1.33171419771179,NA,""
"brain","cold","DN5284_c0_g1_i1",1.41345147758106,NA,"Ankyrin repeat, SAM and basic leucine zipper domain containing 1 "
"brain","cold","DN52864_c0_g1_i1",-1.35097599968523,NA,"3-ketoacyl-CoA thiolase B, peroxisomal-like "
"brain","cold","DN52888_c0_g1_i1",0.476574538472074,NA,"Calreticulin "
"brain","cold","DN52890_c0_g1_i1",0.165613975535518,NA,"Glucocorticoid modulatory element-binding protein 2 "
"brain","cold","DN5290_c0_g1_i1",0.647701189095019,NA,"Neuroepithelial cell-transforming1 protein isoform 1 "
"brain","cold","DN52925_c0_g1_i1",0.880570964654721,NA,"Max-binding protein MNT "
"brain","cold","DN52926_c0_g1_i1",0.0293942486208239,NA,""
"brain","cold","DN52929_c0_g1_i1",-0.875447014372414,NA,"UV radiation resistance-associated gene protein-like "
"brain","cold","DN5293_c0_g1_i1",0.10837522929534,NA,"50 kDa spicule matrix protein "
"brain","cold","DN52981_c0_g1_i1",0.483561271355697,NA,""
"brain","cold","DN52987_c0_g1_i1",-0.989820468246117,NA,""
"brain","cold","DN52990_c0_g1_i1",-1.09169438179213,NA,"Kelch like family member 28 "
"brain","cold","DN52993_c0_g1_i1",-1.52813084959222,NA,"Phospholipid-transporting ATPase "
"brain","cold","DN5305_c0_g1_i1",-0.453140243078082,NA,"zinc finger and SCAN domain-containing protein 21-like, partial [Thamnophis sirtalis]"
"brain","cold","DN53086_c0_g1_i1",-1.99337851609838,NA,"Polymerase polyprotein "
"brain","cold","DN53097_c0_g1_i1",-0.887472004289753,NA,""
"brain","cold","DN53125_c0_g1_i1",-1.4136677164976,NA,""
"brain","cold","DN5316_c1_g1_i1",1.14512739215815,NA,""
"brain","cold","DN53173_c0_g1_i1",1.54176154543791,NA,""
"brain","cold","DN53216_c0_g1_i1",1.23685539973476,NA,""
"brain","cold","DN53224_c0_g2_i1",0.234102595407619,NA,""
"brain","cold","DN53225_c0_g1_i1",-0.660156573971109,NA,""
"brain","cold","DN53232_c0_g1_i1",-0.0300077075153173,NA,""
"brain","cold","DN53234_c0_g1_i1",-0.28327612438765,NA,"Suppressor of cytokine signaling 5-like protein "
"brain","cold","DN53240_c0_g1_i1",1.53085583154804,NA,"E3 ubiquitin-protein ligase "
"brain","cold","DN53256_c0_g1_i1",-0.493574822355051,NA,"Solute carrier organic anion transporter family member "
"brain","cold","DN53266_c0_g1_i1",0.08266766617227,NA,""
"brain","cold","DN53279_c0_g1_i1",-0.0328628967144662,NA,"FERM, RhoGEF and pleckstrin domain protein 2 "
"brain","cold","DN5327_c0_g1_i1",0.708890298317296,NA,"Protein arginine N-methyltransferase 1 "
"brain","cold","DN53313_c0_g1_i1",-0.946841374702614,NA,""
"brain","cold","DN53324_c0_g1_i1",-1.73896139085003,NA,"ExgD "
"brain","cold","DN53345_c0_g1_i1",-0.135404314741519,NA,""
"brain","cold","DN5334_c0_g1_i1",0.0782625279662396,NA,"Zinc finger CCCH domain-containing protein 7B "
"brain","cold","DN53350_c0_g1_i1",0.716987145228904,NA,""
"brain","cold","DN53375_c0_g1_i1",0.226816164462008,NA,"ReO 6 protein "
"brain","cold","DN53380_c0_g1_i1",-1.65750659534637,NA,"Laminin subunit beta-4 "
"brain","cold","DN5339_c0_g1_i1",-0.305938185783309,NA,"Leucine-rich repeat-containing protein 51 "
"brain","cold","DN53407_c0_g1_i1",0.355121412765744,NA,""
"brain","cold","DN53413_c0_g1_i1",2.44296418139607,NA,"alpha-L-iduronidase-like [Thamnophis sirtalis]"
"brain","cold","DN53420_c0_g1_i1",-0.146270648315731,NA,""
"brain","cold","DN53434_c0_g1_i1",0.325951204440699,NA,"Desmoplakin isoform II "
"brain","cold","DN5343_c0_g1_i1",-0.21718901525435,NA,""
"brain","cold","DN53443_c0_g1_i1",1.0279491378005,NA,""
"brain","cold","DN53452_c0_g1_i1",-0.24748154085829,NA,"Rna-directed dna polymerase from mobile element jockey-like "
"brain","cold","DN53453_c0_g1_i1",0.696247532981498,NA,"Transducin beta-like protein 3 "
"brain","cold","DN53454_c0_g1_i1",-0.34285439420835,NA,"Zinc finger CCCH domain-containing protein 18-like "
"brain","cold","DN53467_c0_g1_i1",-0.787859929316118,NA,""
"brain","cold","DN5347_c0_g1_i1",-0.592704182491015,NA,"Retrovirus-related Pol polyprotein LINE-1 "
"brain","cold","DN53510_c0_g1_i1",0.978352961790397,NA,""
"brain","cold","DN53544_c0_g1_i1",1.24143953254142,NA,""
"brain","cold","DN53545_c0_g1_i1",1.08174805013556,NA,"Pleckstrin-likey-like domain family A member 1 "
"brain","cold","DN53553_c0_g1_i1",0.561962129242336,NA,""
"brain","cold","DN53555_c0_g1_i1",1.44345153387955,NA,""
"brain","cold","DN53574_c0_g1_i1",0.659819067598716,NA,"Leucine-rich repeat-containing protein 55 "
"brain","cold","DN53578_c0_g1_i1",-0.105066338941567,NA,""
"brain","cold","DN5360_c0_g1_i1",-0.74583731345899,NA,"RIMS-binding protein 2 "
"brain","cold","DN53631_c0_g1_i1",0.339688075376316,NA,""
"brain","cold","DN53635_c0_g1_i1",-0.93028104261889,NA,"PO21 "
"brain","cold","DN53653_c0_g1_i1",0.560114243636887,NA,""
"brain","cold","DN5370_c0_g1_i1",-0.1886827495261,NA,"NHS actin remodeling regulator "
"brain","cold","DN53722_c0_g1_i1",-0.0874750226303204,NA,""
"brain","cold","DN53748_c0_g1_i1",0.83296767046909,NA,""
"brain","cold","DN53760_c0_g1_i1",-2.65976479431817,NA,""
"brain","cold","DN53763_c0_g1_i1",-0.225269411205616,NA,"Acetyl-CoA carboxylase "
"brain","cold","DN53768_c0_g1_i1",1.4183544559917,NA,""
"brain","cold","DN5377_c0_g2_i1",-0.742997824365316,NA,"Programmed cell death protein 6-like isoform 1 "
"brain","cold","DN53782_c0_g1_i1",1.74309260632099,NA,""
"brain","cold","DN53785_c0_g2_i1",1.03919418092463,NA,""
"brain","cold","DN538_c0_g1_i1",0.471938786431153,NA,""
"brain","cold","DN53902_c0_g1_i1",-1.50706876174434,NA,""
"brain","cold","DN53912_c0_g1_i1",0.0414073346024057,NA,"Histone acetyltransferase p300 "
"brain","cold","DN53931_c0_g1_i1",1.10830850074795,NA,""
"brain","cold","DN5393_c0_g1_i1",-1.02001202896036,NA,"Rapamycin-insensitive companion of mTOR "
"brain","cold","DN53945_c0_g1_i1",2.17997277328161,NA,"Histone deacetylase "
"brain","cold","DN53956_c1_g1_i1",0.463229376648959,NA,""
"brain","cold","DN539_c0_g2_i1",0.731988200072079,NA,"Proteasome subunit beta type "
"brain","cold","DN54018_c0_g1_i1",0.426522587425839,NA,""
"brain","cold","DN54021_c0_g1_i1",-0.591274525018325,NA,""
"brain","cold","DN54035_c0_g1_i1",-0.0678151007707355,NA,""
"brain","cold","DN54066_c0_g1_i1",0.149706476598807,NA,""
"brain","cold","DN54074_c0_g1_i1",0.756681047319449,NA,""
"brain","cold","DN54096_c0_g1_i1",2.31273167720433,NA,"Nucleoside diphosphate kinase "
"brain","cold","DN5409_c0_g1_i1",-0.97651402027591,NA,""
"brain","cold","DN54103_c1_g1_i1",-0.443950646360437,NA,""
"brain","cold","DN54123_c0_g1_i1",1.18588115957841,NA,""
"brain","cold","DN54131_c0_g1_i1",0.670936532880296,NA,""
"brain","cold","DN54155_c0_g1_i1",-0.130292005697877,NA,""
"brain","cold","DN54167_c0_g1_i1",-0.228962349556964,NA,"Ryanodine receptor 3 "
"brain","cold","DN54172_c0_g1_i1",-0.517532826148755,NA,""
"brain","cold","DN54181_c0_g1_i1",-0.232021273420442,NA,""
"brain","cold","DN54224_c0_g1_i1",-0.85122834472465,NA,""
"brain","cold","DN54228_c0_g1_i1",0.959772969980275,NA,"LIM domain-binding protein 2 "
"brain","cold","DN54237_c0_g1_i1",-0.250723816822267,NA,""
"brain","cold","DN54252_c0_g1_i1",-1.57423157549454,NA,""
"brain","cold","DN54311_c0_g1_i1",0.354128880840586,NA,"Cylicin-2 "
"brain","cold","DN54321_c0_g1_i1",0.00763509476933053,NA,""
"brain","cold","DN5435_c0_g1_i2",-0.325841512247375,NA,""
"brain","cold","DN54362_c0_g1_i1",-0.529969967623256,NA,""
"brain","cold","DN54390_c0_g1_i1",1.04477741657515,NA,"Calmodulin regulated spectrin associated protein 1 "
"brain","cold","DN5439_c0_g1_i1",1.50800935438658,NA,""
"brain","cold","DN54415_c0_g1_i1",0.252624644733409,NA,""
"brain","cold","DN54433_c0_g1_i1",-0.403149511387892,NA,""
"brain","cold","DN54458_c0_g1_i1",0.511599876950138,NA,""
"brain","cold","DN54470_c0_g1_i1",0.184008274752446,NA,""
"brain","cold","DN54494_c0_g1_i1",-0.355043354595523,NA,"E3 ubiquitin-protein ligase BRE1A "
"brain","cold","DN54516_c0_g1_i1",0.441093863669937,NA,""
"brain","cold","DN54518_c0_g1_i1",-0.233110334187717,NA,"Peroxisomal proliferator-activated receptor A-interacting complex protein "
"brain","cold","DN54527_c0_g1_i1",1.03421105069011,NA,""
"brain","cold","DN54533_c0_g1_i1",1.08122867139525,NA,""
"brain","cold","DN54535_c0_g1_i1",0.0131885830553047,NA,"triple QxxK/R motif-containing protein isoform X1 [Thamnophis sirtalis]"
"brain","cold","DN54540_c0_g1_i1",-1.08498365265267,NA,"mitochondrial amidoxime reducing component 2-like [Thamnophis sirtalis]"
"brain","cold","DN54571_c0_g1_i1",1.84080750571802,NA,"zinc finger protein 678-like, partial [Thamnophis sirtalis]"
"brain","cold","DN5457_c0_g1_i1",-1.23783130485202,NA,""
"brain","cold","DN54629_c0_g1_i1",1.49628847183167,NA,""
"brain","cold","DN54640_c0_g1_i1",0.230582812542003,NA,"Receptor-type tyrosine-protein phosphatase S "
"brain","cold","DN54646_c0_g1_i1",-0.130559560671682,NA,""
"brain","cold","DN54680_c0_g1_i1",0.254452881714954,NA,""
"brain","cold","DN5471_c0_g1_i1",0.537459867765849,NA,"Protein MICAL-3 "
"brain","cold","DN54730_c0_g1_i1",-0.643777031827885,NA,""
"brain","cold","DN54734_c0_g1_i1",0.471258195593461,NA,""
"brain","cold","DN54742_c0_g1_i1",0.66889949974844,NA,"Neurofilament light polypeptide "
"brain","cold","DN54752_c0_g1_i1",-3.31648745779694,NA,""
"brain","cold","DN54761_c0_g2_i1",-0.541521885775742,NA,""
"brain","cold","DN54799_c0_g1_i1",-1.64269449554918,NA,"Nuclear factor 1 "
"brain","cold","DN54807_c0_g1_i1",0.2795417867565,NA,""
"brain","cold","DN5480_c0_g2_i1",-0.605425438368306,NA,""
"brain","cold","DN54812_c0_g1_i1",0.0569076512196223,NA,"Transmembrane protein 143 "
"brain","cold","DN54830_c0_g1_i1",-0.0152981125093315,NA,""
"brain","cold","DN54833_c0_g1_i1",-1.11476901729382,NA,""
"brain","cold","DN54866_c0_g1_i1",0.304633876384412,NA,""
"brain","cold","DN5487_c0_g1_i1",0.216906846089877,NA,"Remodeling and spacing factor 1 "
"brain","cold","DN54881_c0_g1_i1",-0.49886170485751,NA,"Receptor protein serine/threonine kinase "
"brain","cold","DN54899_c0_g1_i1",-1.13670638798512,NA,""
"brain","cold","DN54916_c0_g1_i1",-1.71095938418505,NA,""
"brain","cold","DN54941_c0_g1_i1",0.613311466935083,NA,""
"brain","cold","DN54968_c0_g1_i1",0.802412013387021,NA,"Complexin-3 "
"brain","cold","DN54970_c0_g1_i1",-0.750909128913088,NA,"ASH1 like histone lysine methyltransferase "
"brain","cold","DN54977_c0_g1_i1",0.224568922454737,NA,""
"brain","cold","DN54978_c0_g1_i1",1.09469303613524,NA,""
"brain","cold","DN54984_c0_g1_i1",0.211547924266833,NA,""
"brain","cold","DN5499_c0_g1_i1",-0.165855059135729,NA,"Ig lambda chain V-VI region SUT "
"brain","cold","DN55027_c0_g1_i1",1.68400776728776,NA,""
"brain","cold","DN5502_c0_g1_i1",0.530850594612605,NA,""
"brain","cold","DN55086_c0_g1_i1",-2.00008436936174,NA,""
"brain","cold","DN55109_c0_g1_i1",-0.0825488223101156,NA,""
"brain","cold","DN5510_c0_g1_i1",-0.511691695593425,NA,""
"brain","cold","DN55151_c0_g1_i1",-1.00746902615534,NA,"SLIT and NTRK-like protein 5 "
"brain","cold","DN55161_c0_g1_i1",1.20480726001503,NA,"Zinc finger protein 592 isoform B "
"brain","cold","DN5519_c0_g1_i1",-1.0714496988308,NA,""
"brain","cold","DN551_c0_g1_i1",-1.62167394622019,NA,""
"brain","cold","DN55209_c0_g1_i1",-0.494145224069478,NA,""
"brain","cold","DN55226_c0_g1_i1",0.0562257530293364,NA,"UPF0172 protein FAM158A "
"brain","cold","DN55277_c0_g1_i1",-0.92667212304721,NA,""
"brain","cold","DN552_c0_g2_i1",-0.710611393341901,NA,""
"brain","cold","DN55345_c0_g1_i1",-0.097571521824399,NA,""
"brain","cold","DN55353_c0_g1_i1",0.0815866172179222,NA,""
"brain","cold","DN5536_c0_g1_i1",2.02192212956429,NA,""
"brain","cold","DN55371_c0_g1_i1",-0.736828427455609,NA,"zinc finger protein 271-like isoform X1 [Thamnophis sirtalis]"
"brain","cold","DN55373_c0_g1_i1",-0.136053807514822,NA,""
"brain","cold","DN55374_c0_g1_i1",0.855002278233843,NA,"Hes related family bHLH transcription factor with YRPW motif 1 "
"brain","cold","DN5537_c0_g2_i1",0.728002963557149,NA,""
"brain","cold","DN5541_c0_g1_i1",-0.185073312846376,NA,"Prostaglandin E synthase 2 "
"brain","cold","DN55453_c0_g1_i1",0.179350650906551,NA,"Nuclear factor erythroid 2-related factor 1 "
"brain","cold","DN55469_c0_g1_i1",-0.67671569973441,NA,"Dedicator of cytokinesis protein 5 "
"brain","cold","DN55494_c0_g1_i1",0.307258682455642,NA,"Alpha-aspartyl dipeptidase-like "
"brain","cold","DN55507_c0_g1_i1",0.191009504780895,NA,"Calcium-binding mitochondrial carrier protein Aralar2 "
"brain","cold","DN55532_c0_g1_i1",-1.04564531696599,NA,""
"brain","cold","DN55534_c0_g1_i1",-0.580787467213477,NA,""
"brain","cold","DN55552_c0_g1_i1",1.81156177390194,NA,"Angiogenin-2-like "
"brain","cold","DN5556_c0_g1_i1",-1.22899884062609,NA,"Forkhead associated phosphopeptide binding domain 1 "
"brain","cold","DN55605_c0_g1_i1",1.0059631570945,NA,""
"brain","cold","DN5561_c0_g1_i2",-1.78484761986708,NA,"Component of oligomeric golgi complex 3 "
"brain","cold","DN55622_c0_g1_i1",-0.0133491490825792,NA,"Max-binding protein MNT "
"brain","cold","DN55655_c0_g1_i1",0.610953195372034,NA,"Tigger transposable element-derived protein 1 "
"brain","cold","DN55692_c0_g1_i1",-1.78412328965146,NA,""
"brain","cold","DN55708_c0_g1_i1",-1.15541233743711,NA,""
"brain","cold","DN55748_c0_g2_i1",-0.414617376632235,NA,""
"brain","cold","DN557_c0_g1_i1",-0.110251725526139,NA,"Cold inducible RNA binding protein "
"brain","cold","DN55801_c0_g1_i1",-3.17376861962213,NA,""
"brain","cold","DN5581_c0_g1_i1",-0.436221555066958,NA,"Oxysterol-binding protein "
"brain","cold","DN55841_c0_g1_i1",2.61319551224693,NA,""
"brain","cold","DN55849_c0_g1_i1",-0.415772903633661,NA,""
"brain","cold","DN55862_c0_g1_i1",-0.687929023841804,NA,""
"brain","cold","DN55895_c0_g1_i1",-0.415695830468143,NA,"Syntrophin beta 1 "
"brain","cold","DN55907_c0_g1_i1",0.265754354410757,NA,""
"brain","cold","DN5592_c0_g2_i1",-0.239869025385063,NA,"Hedgehog protein "
"brain","cold","DN5594_c0_g1_i1",-1.43116409906686,NA,"Transposon Ty3-G Gag-Pol polyprotein "
"brain","cold","DN55980_c0_g1_i1",-0.19219426930499,NA,"Phosphoinositide phospholipase C "
"brain","cold","DN55994_c0_g2_i1",0.121889332406275,NA,"Fatty acid synthase "
"brain","cold","DN55999_c0_g1_i1",-1.18141645275728,NA,""
"brain","cold","DN55_c0_g2_i1",-0.123566969488706,NA,""
"brain","cold","DN56002_c0_g1_i1",-0.48307865625628,NA,""
"brain","cold","DN56013_c0_g1_i1",1.47500421118506,NA,"Solute carrier family 2, facilitated glucose transporter member 3 "
"brain","cold","DN56029_c0_g1_i1",-1.03837994598187,NA,""
"brain","cold","DN56098_c0_g1_i1",1.34191386109728,NA,"hypoxia-inducible factor 3-alpha-like [Thamnophis sirtalis]"
"brain","cold","DN5609_c0_g1_i1",0.520669144696044,NA,"Erythrocyte membrane protein band 4.1 like 3 "
"brain","cold","DN56117_c0_g1_i1",0.0542596922865184,NA,""
"brain","cold","DN5611_c0_g1_i1",-0.358523223808836,NA,""
"brain","cold","DN56150_c0_g1_i1",0.398151222098293,NA,""
"brain","cold","DN56157_c0_g1_i1",0.0262490020962846,NA,""
"brain","cold","DN56179_c0_g1_i1",0.353686406462245,NA,"ubiquitin carboxyl-terminal hydrolase 34-like "
