"term","name","level","nseqs","delta.rank","direction","pval","p.adj","tissue","condition"
"GO:0045785","positive regulation of cell adhesion",5,31,-223.432996202846,"down",0.174025167011726,0.683100523725205,"Brain","Heat"
"GO:0070588","calcium ion transmembrane transport",5,70,-144.539623359331,"down",0.181862868630289,0.683100523725205,"Brain","Heat"
"GO:2001141","regulation of RNA biosynthetic process",7,570,-55.1584132573071,"down",0.175504662410009,0.683100523725205,"Brain","Heat"
"GO:0045859","regulation of protein kinase activity",6,65,-150.031123919308,"down",0.181673884034976,0.683100523725205,"Brain","Heat"
"GO:1901136","carbohydrate derivative catabolic process",4,36,-200.549975526187,"down",0.182160139660055,0.683100523725205,"Brain","Heat"
"GO:0033674","positive regulation of kinase activity",6,40,-183.806701940035,"down",0.190510570499197,0.687451681250306,"Brain","Heat"
"GO:0030001","metal ion transport",6,172,-91.2979321124562,"down",0.186975774107902,0.687451681250306,"Brain","Heat"
"GO:0090407","organophosphate biosynthetic process",4,114,-110.399458979138,"down",0.189156328954182,0.687451681250306,"Brain","Heat"
"GO:0043549","regulation of kinase activity",5,70,-138.73656711686,"down",0.191653195984934,0.687451681250306,"Brain","Heat"
"GO:0009889","regulation of biosynthetic process",5,726,-44.145769382133,"down",0.204448536420601,0.72546254858923,"Brain","Heat"
"GO:0030832","regulation of actin filament length",5,32,-179.064700704225,"down",0.222440561521621,0.736586106580382,"Brain","Heat"
"GO:0006996","organelle organization",4,369,-54.2013150105354,"down",0.22493427360271,0.736586106580382,"Brain","Heat"
"GO:0010556","regulation of macromolecule biosynthetic process",6,719,-42.6622375804263,"down",0.213321915140217,0.736586106580382,"Brain","Heat"
"GO:0055074","calcium ion homeostasis",4,31,-179.522623230065,"down",0.225439990195814,0.736586106580382,"Brain","Heat"
"GO:0045787","positive regulation of cell cycle",5,32,-184.634903169014,"down",0.215423238235151,0.736586106580382,"Brain","Heat"
"GO:0006874","intracellular calcium ion homeostasis",5,30,-193.267047954245,"down",0.212271699363559,0.736586106580382,"Brain","Heat"
"GO:0032101","regulation of response to external stimulus",4,38,-165.001786087078,"down",0.22164756133428,0.736586106580382,"Brain","Heat"
"GO:0008064","regulation of actin polymerization or depolymerization",6,32,-179.064700704225,"down",0.222440561521621,0.736586106580382,"Brain","Heat"
"GO:1901987","regulation of cell cycle phase transition",6,35,-164.788976625664,"down",0.2311559351448,0.747857437233175,"Brain","Heat"
"GO:0009150","purine ribonucleotide metabolic process",5,59,-124.821229029317,"down",0.235460620424447,0.754388395534637,"Brain","Heat"
"GO:0097485","neuron projection guidance",7,32,-163.046434859155,"down",0.24333059226156,0.772106686983796,"Brain","Heat"
"GO:0007399","nervous system development",4,32,-159.081205985915,"down",0.248660829662743,0.781505464654337,"Brain","Heat"
"GO:0045596","negative regulation of cell differentiation",5,35,-148.752030704376,"down",0.253503297854174,0.789208380112052,"Brain","Heat"
"GO:0051347","positive regulation of transferase activity",5,43,-132.70045506082,"down",0.256071711077125,0.789753875284592,"Brain","Heat"
"GO:0098655","monoatomic cation transmembrane transport",4,173,-64.6913835679561,"down",0.263778657501202,0.798595935554096,"Brain","Heat"
"GO:0006163","purine nucleotide metabolic process",4,67,-103.553503275373,"down",0.262117224036106,0.798595935554096,"Brain","Heat"
"GO:0009890","negative regulation of biosynthetic process",6,156,213.23076923077,"up",0.0237838158834357,0.80017286551644,"Brain","Heat"
"GO:0043933","protein-containing complex organization",4,202,187.587680578757,"up",0.0242476625914073,0.80017286551644,"Brain","Heat"
"GO:0034329","cell junction assembly",5,34,-139.18118475924,"down",0.270287502799282,0.810862508397845,"Brain","Heat"
"GO:0006812","monoatomic cation transport",5,203,-48.0709413677077,"down",0.306157959901448,0.814775215866757,"Brain","Heat"
"GO:0060341","regulation of cellular localization",4,39,-124.380574535302,"down",0.279145949013378,0.814775215866757,"Brain","Heat"
"GO:0006813","potassium ion transport",7,44,-109.943512797882,"down",0.291399740115887,0.814775215866757,"Brain","Heat"
"GO:0032271","regulation of protein polymerization",6,33,-129.921784430259,"down",0.286776997579614,0.814775215866757,"Brain","Heat"
"GO:0080134","regulation of response to stress",4,56,-98.1294563843239,"down",0.290344528177108,0.814775215866757,"Brain","Heat"
"GO:0043408","regulation of MAPK cascade",6,46,-115.179575775026,"down",0.278175749137352,0.814775215866757,"Brain","Heat"
"GO:0045935","positive regulation of nucleobase-containing compound metabolic process",6,126,-61.9926805778491,"down",0.301745371793017,0.814775215866757,"Brain","Heat"
"GO:0009893","positive regulation of metabolic process",5,246,-44.5365027507087,"down",0.303519354022751,0.814775215866757,"Brain","Heat"
"GO:0060627","regulation of vesicle-mediated transport",4,42,-104.410695906064,"down",0.305106182822848,0.814775215866757,"Brain","Heat"
"GO:0030031","cell projection assembly",5,64,-95.8721187943261,"down",0.282162940553087,0.814775215866757,"Brain","Heat"
"GO:0051130","positive regulation of cellular component organization",5,85,-76.365562497544,"down",0.29878144181727,0.814775215866757,"Brain","Heat"
"GO:0060271","cilium assembly",6,48,-103.418138987044,"down",0.294792782787705,0.814775215866757,"Brain","Heat"
"GO:0010639","negative regulation of organelle organization",6,39,-123.501285724781,"down",0.280538744944966,0.814775215866757,"Brain","Heat"
"GO:0051093","negative regulation of developmental process",4,57,-98.9607543976117,"down",0.287075445010071,0.814775215866757,"Brain","Heat"
"GO:0006418","tRNA aminoacylation for protein translation",7,41,-100.571834243149,"down",0.313768365133714,0.815303625937997,"Brain","Heat"
"GO:0071805","potassium ion transmembrane transport",5,34,-111.090113191909,"down",0.312625703662004,0.815303625937997,"Brain","Heat"
"GO:0006417","regulation of translation",7,45,-97.8399274136195,"down",0.310549920267625,0.815303625937997,"Brain","Heat"
"GO:1904062","regulation of monoatomic cation transmembrane transport",6,30,-47.4443760082122,"down",0.422311341243087,0.819780838883639,"Brain","Heat"
"GO:0006816","calcium ion transport",7,79,-45.2173403928923,"down",0.381504721125085,0.819780838883639,"Brain","Heat"
"GO:0120031","plasma membrane bounded cell projection assembly",6,62,-70.0458216016123,"down",0.339219814123671,0.819780838883639,"Brain","Heat"
"GO:0010562","positive regulation of phosphorus metabolic process",6,70,-35.0939826263398,"down",0.412742259894524,0.819780838883639,"Brain","Heat"
"GO:0019222","regulation of metabolic process",4,904,-17.4617868779765,"down",0.360929108496804,0.819780838883639,"Brain","Heat"
"GO:0007010","cytoskeleton organization",5,194,-44.6453203592955,"down",0.322551546014929,0.819780838883639,"Brain","Heat"
"GO:2000026","regulation of multicellular organismal development",4,87,-61.2038520726273,"down",0.334346368474204,0.819780838883639,"Brain","Heat"
"GO:0006811","monoatomic ion transport",4,281,-17.1927731907081,"down",0.416317585889464,0.819780838883639,"Brain","Heat"
"GO:0051338","regulation of transferase activity",4,75,-66.252536473376,"down",0.333349571186643,0.819780838883639,"Brain","Heat"
"GO:0043269","regulation of monoatomic ion transport",5,78,-38.6589595375722,"down",0.398905276499063,0.819780838883639,"Brain","Heat"
"GO:0044089","positive regulation of cellular component biogenesis",5,40,-86.3044091710758,"down",0.340429241662109,0.819780838883639,"Brain","Heat"
"GO:0051129","negative regulation of cellular component organization",5,59,-36.9080723293923,"down",0.415604945950452,0.819780838883639,"Brain","Heat"
"GO:0008380","RNA splicing",5,58,-39.4832012944394,"down",0.41055837935352,0.819780838883639,"Brain","Heat"
"GO:0000398","mRNA splicing, via spliceosome",6,37,-58.4591676938012,"down",0.394346876802747,0.819780838883639,"Brain","Heat"
"GO:0000375","RNA splicing, via transesterification reactions",6,37,-58.4591676938012,"down",0.394346876802747,0.819780838883639,"Brain","Heat"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",7,37,-58.4591676938012,"down",0.394346876802747,0.819780838883639,"Brain","Heat"
"GO:0098662","inorganic cation transmembrane transport",4,155,-32.6578105960552,"down",0.381146737075135,0.819780838883639,"Brain","Heat"
"GO:0035335","peptidyl-tyrosine dephosphorylation",7,66,-51.6387287509237,"down",0.376305158477942,0.819780838883639,"Brain","Heat"
"GO:0051050","positive regulation of transport",4,59,-63.6769417229825,"down",0.356518410199356,0.819780838883639,"Brain","Heat"
"GO:0006886","intracellular protein transport",4,138,-48.1700726923605,"down",0.336591037618431,0.819780838883639,"Brain","Heat"
"GO:0034655","nucleobase-containing compound catabolic process",4,60,-54.3459108355478,"down",0.37581360973689,0.819780838883639,"Brain","Heat"
"GO:0009259","ribonucleotide metabolic process",5,63,-46.0868812847539,"down",0.391685874557631,0.819780838883639,"Brain","Heat"
"GO:0009144","purine nucleoside triphosphate metabolic process",7,42,-72.9312916167787,"down",0.360898209589243,0.819780838883639,"Brain","Heat"
"GO:0019693","ribose phosphate metabolic process",4,63,-46.0868812847539,"down",0.391685874557631,0.819780838883639,"Brain","Heat"
"GO:0051174","regulation of phosphorus metabolic process",5,124,-50.9201518708519,"down",0.336035124329593,0.819780838883639,"Brain","Heat"
"GO:0080090","regulation of primary metabolic process",5,823,-12.384769219861,"down",0.403794639021869,0.819780838883639,"Brain","Heat"
"GO:0051240","positive regulation of multicellular organismal process",4,75,-50.582371324891,"down",0.371151008232465,0.819780838883639,"Brain","Heat"
"GO:0019220","regulation of phosphate metabolic process",6,124,-50.9201518708519,"down",0.336035124329593,0.819780838883639,"Brain","Heat"
"GO:0044283","small molecule biosynthetic process",4,51,-61.7370859061857,"down",0.370017682654239,0.819780838883639,"Brain","Heat"
"GO:0010604","positive regulation of macromolecule metabolic process",6,226,-32.4709347980879,"down",0.359338568327586,0.819780838883639,"Brain","Heat"
"GO:1902533","positive regulation of intracellular signal transduction",6,60,-45.4458813108945,"down",0.395637513341259,0.819780838883639,"Brain","Heat"
"GO:0006508","proteolysis",5,286,-22.7319347319349,"down",0.389076893733918,0.819780838883639,"Brain","Heat"
"GO:0015031","protein transport",4,212,-37.442194282552,"down",0.343490490650273,0.819780838883639,"Brain","Heat"
"GO:0055086","nucleobase-containing small molecule metabolic process",4,117,-25.7217612319655,"down",0.417672590009401,0.819780838883639,"Brain","Heat"
"GO:0031346","positive regulation of cell projection organization",6,32,-57.1496478873241,"down",0.403699693081892,0.819780838883639,"Brain","Heat"
"GO:0051960","regulation of nervous system development",5,34,-73.3982956458676,"down",0.373467835741172,0.819780838883639,"Brain","Heat"
"GO:0060255","regulation of macromolecule metabolic process",5,867,-13.2205393346335,"down",0.395403141424674,0.819780838883639,"Brain","Heat"
"GO:0070925","organelle assembly",5,83,-32.0450929022122,"down",0.413353367043264,0.819780838883639,"Brain","Heat"
"GO:0006753","nucleoside phosphate metabolic process",5,114,-39.9154497629102,"down",0.375048951768034,0.819780838883639,"Brain","Heat"
"GO:1901137","carbohydrate derivative biosynthetic process",4,78,-30.4419742107607,"down",0.420067452600906,0.819780838883639,"Brain","Heat"
"GO:0001558","regulation of cell growth",4,39,-76.8989787671735,"down",0.358716555968194,0.819780838883639,"Brain","Heat"
"GO:0044057","regulation of system process",4,34,-78.37646022742,"down",0.365207861347494,0.819780838883639,"Brain","Heat"
"GO:0045937","positive regulation of phosphate metabolic process",7,70,-35.0939826263398,"down",0.412742259894524,0.819780838883639,"Brain","Heat"
"GO:0048522","positive regulation of cellular process",4,451,-11.9776023651148,"down",0.427483501155322,0.820171833611955,"Brain","Heat"
"GO:0007264","small GTPase-mediated signal transduction",5,83,-27.3944744032888,"down",0.425771974314682,0.820171833611955,"Brain","Heat"
"GO:0009117","nucleotide metabolic process",6,90,-21.5119829593305,"down",0.439235294926407,0.823566177987013,"Brain","Heat"
"GO:0044782","cilium organization",5,51,-30.6256396923413,"down",0.43464086286614,0.823566177987013,"Brain","Heat"
"GO:0006820","monoatomic anion transport",5,35,-36.8964922767173,"down",0.434657797124279,0.823566177987013,"Brain","Heat"
"GO:0016072","rRNA metabolic process",6,33,-35.6968229510603,"down",0.438571583507348,0.823566177987013,"Brain","Heat"
"GO:0044087","regulation of cellular component biogenesis",4,93,-17.5227897984978,"down",0.449643089710426,0.826083622990266,"Brain","Heat"
"GO:0043086","negative regulation of catalytic activity",4,66,4.30450849963017,"down",0.510501049348232,0.826083622990266,"Brain","Heat"
"GO:0140694","membraneless organelle assembly",6,31,-6.57681251996155,"down",0.489008452148325,0.826083622990266,"Brain","Heat"
"GO:0032886","regulation of microtubule-based process",4,34,-3.22988059160252,"down",0.494360215872431,0.826083622990266,"Brain","Heat"
"GO:0034765","regulation of monoatomic ion transmembrane transport",5,68,-4.1797588600657,"down",0.489689083378639,0.826083622990266,"Brain","Heat"
"GO:0010975","regulation of neuron projection development",7,40,5.44761904761936,"down",0.510381320332013,0.826083622990266,"Brain","Heat"
"GO:0120035","regulation of plasma membrane bounded cell projection organization",6,55,-18.7618668436185,"down",0.458332837781579,0.826083622990266,"Brain","Heat"
"GO:0031344","regulation of cell projection organization",5,55,-18.7618668436185,"down",0.458332837781579,0.826083622990266,"Brain","Heat"
"GO:0006915","apoptotic process",4,42,5.59900854916305,"down",0.51092892341353,0.826083622990266,"Brain","Heat"
"GO:0051346","negative regulation of hydrolase activity",5,38,7.16476073391914,"down",0.513303715256761,0.826083622990266,"Brain","Heat"
"GO:0030334","regulation of cell migration",5,80,3.39688612099644,"down",0.509110414178883,0.826083622990266,"Brain","Heat"
"GO:0023056","positive regulation of signaling",4,116,-7.99579403123562,"down",0.474358547840835,0.826083622990266,"Brain","Heat"
"GO:0051056","regulation of small GTPase mediated signal transduction",6,104,-6.25760286225432,"down",0.480971986275081,0.826083622990266,"Brain","Heat"
"GO:0071900","regulation of protein serine/threonine kinase activity",7,30,-29.7617832526762,"down",0.451087351828048,0.826083622990266,"Brain","Heat"
"GO:0030155","regulation of cell adhesion",4,60,3.49583702391465,"down",0.508142271644869,0.826083622990266,"Brain","Heat"
"GO:0019941","modification-dependent protein catabolic process",6,102,3.81042537712437,"down",0.511504205061571,0.826083622990266,"Brain","Heat"
"GO:0010647","positive regulation of cell communication",5,116,-7.99579403123562,"down",0.474358547840835,0.826083622990266,"Brain","Heat"
"GO:0043632","modification-dependent macromolecule catabolic process",5,102,3.81042537712437,"down",0.511504205061571,0.826083622990266,"Brain","Heat"
"GO:0006511","ubiquitin-dependent protein catabolic process",7,102,3.81042537712437,"down",0.511504205061571,0.826083622990266,"Brain","Heat"
"GO:0045934","negative regulation of nucleobase-containing compound metabolic process",6,104,5.14579606440066,"down",0.515676443442409,0.826083622990266,"Brain","Heat"
"GO:0051253","negative regulation of RNA metabolic process",7,92,2.50692316642744,"down",0.50720324395797,0.826083622990266,"Brain","Heat"
"GO:0043039","tRNA aminoacylation",6,43,-5.90431923003916,"down",0.488388307331086,0.826083622990266,"Brain","Heat"
"GO:0006399","tRNA metabolic process",6,73,-4.16925094077305,"down",0.489348337241129,0.826083622990266,"Brain","Heat"
"GO:0048584","positive regulation of response to stimulus",4,137,-15.6773916661045,"down",0.445606829654305,0.826083622990266,"Brain","Heat"
"GO:0051094","positive regulation of developmental process",4,81,-6.30292643403527,"down",0.483044531640246,0.826083622990266,"Brain","Heat"
"GO:0098656","monoatomic anion transmembrane transport",4,32,-0.660871478873105,"down",0.498901830456916,0.826083622990266,"Brain","Heat"
"GO:0042325","regulation of phosphorylation",7,110,-2.6826690550829,"down",0.491621612342737,0.826083622990266,"Brain","Heat"
"GO:0043038","amino acid activation",5,43,-5.90431923003916,"down",0.488388307331086,0.826083622990266,"Brain","Heat"
"GO:0051128","regulation of cellular component organization",4,231,-6.52642884541592,"down",0.470848430227472,0.826083622990266,"Brain","Heat"
"GO:0043254","regulation of protein-containing complex assembly",5,42,-9.41979120717542,"down",0.481680067349984,0.826083622990266,"Brain","Heat"
"GO:0016310","phosphorylation",5,537,3.21636483761904,"down",0.521142316187803,0.830806591024033,"Brain","Heat"
"GO:0051726","regulation of cell cycle",4,140,10.499806775731,"down",0.536897512171782,0.840072515974649,"Brain","Heat"
"GO:2000145","regulation of cell motility",4,82,11.7346706177341,"down",0.531782505298853,0.840072515974649,"Brain","Heat"
"GO:0007600","sensory perception",4,42,19.0798832104524,"down",0.537137275365609,0.840072515974649,"Brain","Heat"
"GO:0071705","nitrogen compound transport",4,247,7.21751711225352,"down",0.533287270001006,0.840072515974649,"Brain","Heat"
"GO:0035725","sodium ion transmembrane transport",5,31,24.6346286241528,"down",0.541231472426625,0.8424829523622,"Brain","Heat"
"GO:0055080","monoatomic cation homeostasis",4,58,21.2172001648578,"down",0.548384825134289,0.849610292461575,"Brain","Heat"
"GO:0141124","intracellular signaling cassette",4,133,16.6454488686268,"down",0.556938003723334,0.854835075482327,"Brain","Heat"
"GO:0007169","cell surface receptor protein tyrosine kinase signaling pathway",5,52,26.0459770114944,"down",0.556226945920644,0.854835075482327,"Brain","Heat"
"GO:0010558","negative regulation of macromolecule biosynthetic process",7,151,193.028544917125,"up",0.0387380513206297,0.855884698402958,"Brain","Heat"
"GO:0042981","regulation of apoptotic process",5,104,231.108228980322,"up",0.0389038499274072,0.855884698402958,"Brain","Heat"
"GO:0006338","chromatin remodeling",5,54,334.128130784477,"up",0.0323395946819636,0.855884698402958,"Brain","Heat"
"GO:0051260","protein homooligomerization",7,38,382.837048549094,"up",0.0376329260210232,0.855884698402958,"Brain","Heat"
"GO:0065003","protein-containing complex assembly",5,182,186.831913648482,"up",0.030776996826811,0.855884698402958,"Brain","Heat"
"GO:0010638","positive regulation of organelle organization",6,44,31.3698146513684,"down",0.562300208355069,0.859069762764689,"Brain","Heat"
"GO:0032880","regulation of protein localization",4,68,26.7504567044211,"down",0.565832070954756,0.860481951221519,"Brain","Heat"
"GO:0048523","negative regulation of cellular process",4,465,11.3285991164539,"down",0.569570835716484,0.862194384341466,"Brain","Heat"
"GO:0043069","negative regulation of programmed cell death",5,50,50.5119222271323,"down",0.606007746274611,0.862220422584153,"Brain","Heat"
"GO:0045597","positive regulation of cell differentiation",5,44,45.3680494263017,"down",0.589690536500256,0.862220422584153,"Brain","Heat"
"GO:0015711","organic anion transport",4,33,63.350796096559,"down",0.608163598893351,0.862220422584153,"Brain","Heat"
"GO:1902531","regulation of intracellular signal transduction",5,205,19.9038675081329,"down",0.583498040697543,0.862220422584153,"Brain","Heat"
"GO:0051241","negative regulation of multicellular organismal process",4,64,40.5198359929077,"down",0.596265316121502,0.862220422584153,"Brain","Heat"
"GO:0045595","regulation of cell differentiation",4,86,36.9620966488837,"down",0.601428805041132,0.862220422584153,"Brain","Heat"
"GO:0042127","regulation of cell population proliferation",4,110,30.4315270935958,"down",0.594332520253407,0.862220422584153,"Brain","Heat"
"GO:0022603","regulation of anatomical structure morphogenesis",4,81,30.0567269531302,"down",0.580424802272897,0.862220422584153,"Brain","Heat"
"GO:0072522","purine-containing compound biosynthetic process",4,45,39.1067951641776,"down",0.578340089456318,0.862220422584153,"Brain","Heat"
"GO:0040017","positive regulation of locomotion",4,36,59.1878609887422,"down",0.605577662113575,0.862220422584153,"Brain","Heat"
"GO:0030003","intracellular monoatomic cation homeostasis",5,50,51.8667255855062,"down",0.608779874127599,0.862220422584153,"Brain","Heat"
"GO:0030335","positive regulation of cell migration",6,36,59.1878609887422,"down",0.605577662113575,0.862220422584153,"Brain","Heat"
"GO:0022900","electron transport chain",4,58,41.9978324250892,"down",0.595072319324544,0.862220422584153,"Brain","Heat"
"GO:2000147","positive regulation of cell motility",5,36,59.1878609887422,"down",0.605577662113575,0.862220422584153,"Brain","Heat"
"GO:0006873","intracellular monoatomic ion homeostasis",4,50,51.8667255855062,"down",0.608779874127599,0.862220422584153,"Brain","Heat"
"GO:0034762","regulation of transmembrane transport",4,73,46.4046678165851,"down",0.617053426311729,0.862828943571485,"Brain","Heat"
"GO:0006796","phosphate-containing compound metabolic process",4,773,14.8399544310187,"down",0.612071779160061,0.862828943571485,"Brain","Heat"
"GO:0051052","regulation of DNA metabolic process",6,38,63.8725151353483,"down",0.616710884709365,0.862828943571485,"Brain","Heat"
"GO:0043066","negative regulation of apoptotic process",6,48,71.1420789163722,"down",0.64474642694304,0.872514975958589,"Brain","Heat"
"GO:0006470","protein dephosphorylation",6,95,50.9579111805401,"down",0.645078419960972,0.872514975958589,"Brain","Heat"
"GO:0006164","purine nucleotide biosynthetic process",5,38,77.8305304910582,"down",0.641216152254532,0.872514975958589,"Brain","Heat"
"GO:0052547","regulation of peptidase activity",5,30,78.9173779146504,"down",0.62785509773768,0.872514975958589,"Brain","Heat"
"GO:0007507","heart development",4,34,82.93977776051,"down",0.642357979929227,0.872514975958589,"Brain","Heat"
"GO:0006397","mRNA processing",5,74,52.813524319522,"down",0.633501417261368,0.872514975958589,"Brain","Heat"
"GO:0009967","positive regulation of signal transduction",5,107,43.957765123394,"down",0.633135179707842,0.872514975958589,"Brain","Heat"
"GO:0006814","sodium ion transport",7,37,81.1562018065652,"down",0.645132285254229,0.872514975958589,"Brain","Heat"
"GO:0006260","DNA replication",6,30,97.8414430268367,"down",0.657032367350052,0.876501855560771,"Brain","Heat"
"GO:0051493","regulation of cytoskeleton organization",6,81,58.0082890454414,"down",0.652361733853841,0.876501855560771,"Brain","Heat"
"GO:0009057","macromolecule catabolic process",4,154,44.2824836854684,"down",0.658704424785064,0.876501855560771,"Brain","Heat"
"GO:0002684","positive regulation of immune system process",4,44,81.3274492497794,"down",0.657786007085184,0.876501855560771,"Brain","Heat"
"GO:0010646","regulation of cell communication",4,380,30.4123425819075,"down",0.666303388153828,0.882390115418783,"Brain","Heat"
"GO:0051603","proteolysis involved in protein catabolic process",6,113,54.8273612534927,"down",0.668477360165744,0.882390115418783,"Brain","Heat"
"GO:0009141","nucleoside triphosphate metabolic process",6,49,84.1768797644968,"down",0.671360665634778,0.882665416970026,"Brain","Heat"
"GO:0007167","enzyme-linked receptor protein signaling pathway",4,68,76.5791534004907,"down",0.68241943378182,0.89364449661905,"Brain","Heat"
"GO:0070201","regulation of establishment of protein localization",5,41,105.863145722968,"down",0.695270552759862,0.906874634034603,"Brain","Heat"
"GO:0030111","regulation of Wnt signaling pathway",5,38,112.194845863005,"down",0.698952341652314,0.908087687973479,"Brain","Heat"
"GO:0033365","protein localization to organelle",4,48,101.565371024735,"down",0.701902907810197,0.908344939519078,"Brain","Heat"
"GO:0009152","purine ribonucleotide biosynthetic process",6,34,127.269148081954,"down",0.71215600692603,0.913904180449879,"Brain","Heat"
"GO:0006364","rRNA processing",5,30,137.098812142543,"down",0.71450690471536,0.913904180449879,"Brain","Heat"
"GO:0051276","chromosome organization",5,41,115.092177373813,"down",0.710681183871545,0.913904180449879,"Brain","Heat"
"GO:0022618","protein-RNA complex assembly",6,39,136.121666299317,"down",0.739162586569032,0.926585353989266,"Brain","Heat"
"GO:0071826","protein-RNA complex organization",5,39,136.121666299317,"down",0.739162586569032,0.926585353989266,"Brain","Heat"
"GO:0009896","positive regulation of catabolic process",6,40,135.786948853615,"down",0.741268283191413,0.926585353989266,"Brain","Heat"
"GO:0033043","regulation of organelle organization",5,130,74.9444894286999,"down",0.738125731287936,0.926585353989266,"Brain","Heat"
"GO:1901293","nucleoside phosphate biosynthetic process",5,68,99.5230440002088,"down",0.731256913462978,0.926585353989266,"Brain","Heat"
"GO:0030163","protein catabolic process",5,43,124.319373688558,"down",0.730463666654985,0.926585353989266,"Brain","Heat"
"GO:0018193","peptidyl-amino acid modification",6,121,81.0310784613816,"down",0.747211548069073,0.93048985231243,"Brain","Heat"
"GO:0043413","macromolecule glycosylation",4,43,177.657796315393,"down",0.809951173238905,0.933985017524212,"Brain","Heat"
"GO:0006486","protein glycosylation",5,43,177.657796315393,"down",0.809951173238905,0.933985017524212,"Brain","Heat"
"GO:0141188","nucleic acid catabolic process",5,32,171.637764084507,"down",0.768044267246911,0.933985017524212,"Brain","Heat"
"GO:0006401","RNA catabolic process",6,31,214.761347102452,"down",0.81649603808338,0.933985017524212,"Brain","Heat"
"GO:0048585","negative regulation of response to stimulus",4,108,123.820484764084,"down",0.832095742885207,0.933985017524212,"Brain","Heat"
"GO:0031399","regulation of protein modification process",7,120,91.3454219030518,"down",0.772605232493101,0.933985017524212,"Brain","Heat"
"GO:0032774","RNA biosynthetic process",6,219,79.1654431068255,"down",0.806569531301859,0.933985017524212,"Brain","Heat"
"GO:0006351","DNA-templated transcription",7,196,74.5929363526229,"down",0.780350988672821,0.933985017524212,"Brain","Heat"
"GO:0023057","negative regulation of signaling",4,89,133.535371848261,"down",0.827487458698638,0.933985017524212,"Brain","Heat"
"GO:0050776","regulation of immune response",4,42,162.587518642216,"down",0.786390761631769,0.933985017524212,"Brain","Heat"
"GO:0009059","macromolecule biosynthetic process",4,534,50.8984353427586,"down",0.798633819747963,0.933985017524212,"Brain","Heat"
"GO:0016311","dephosphorylation",5,118,95.5051364524638,"down",0.780867073358189,0.933985017524212,"Brain","Heat"
"GO:0006396","RNA processing",4,196,67.9140061504054,"down",0.759325497038559,0.933985017524212,"Brain","Heat"
"GO:0072657","protein localization to membrane",4,34,176.991530033413,"down",0.781813936610786,0.933985017524212,"Brain","Heat"
"GO:0035023","regulation of Rho protein signal transduction",7,59,146.988394126895,"down",0.802095209416724,0.933985017524212,"Brain","Heat"
"GO:0009165","nucleotide biosynthetic process",6,55,142.227648750276,"down",0.786298186772199,0.933985017524212,"Brain","Heat"
"GO:0008285","negative regulation of cell population proliferation",5,52,171.623342175067,"down",0.824199861501594,0.933985017524212,"Brain","Heat"
"GO:0110053","regulation of actin filament organization",6,45,164.98915618333,"down",0.797770954320721,0.933985017524212,"Brain","Heat"
"GO:1902903","regulation of supramolecular fiber organization",5,52,134.839964633068,"down",0.767872507070801,0.933985017524212,"Brain","Heat"
"GO:0018108","peptidyl-tyrosine phosphorylation",7,38,159.668019762938,"down",0.770950285058226,0.933985017524212,"Brain","Heat"
"GO:0007346","regulation of mitotic cell cycle",5,49,180.65899388251,"down",0.829487568729459,0.933985017524212,"Brain","Heat"
"GO:0018212","peptidyl-tyrosine modification",7,39,203.85276614503,"down",0.831363238949242,0.933985017524212,"Brain","Heat"
"GO:0009894","regulation of catabolic process",5,83,114.627315851431,"down",0.783276979109445,0.933985017524212,"Brain","Heat"
"GO:0010648","negative regulation of cell communication",5,89,133.535371848261,"down",0.827487458698638,0.933985017524212,"Brain","Heat"
"GO:0006414","translational elongation",5,30,169.544859950139,"down",0.758247306847937,0.933985017524212,"Brain","Heat"
"GO:0016071","mRNA metabolic process",6,96,127.572172619048,"down",0.825411670259248,0.933985017524212,"Brain","Heat"
"GO:0030162","regulation of proteolysis",7,57,164.567444280096,"down",0.825010714159856,0.933985017524212,"Brain","Heat"
"GO:0050778","positive regulation of immune response",5,32,193.824163732394,"down",0.795906275721059,0.933985017524212,"Brain","Heat"
"GO:0008284","positive regulation of cell population proliferation",5,38,186.708357495767,"down",0.807200586331316,0.933985017524212,"Brain","Heat"
"GO:0009892","negative regulation of metabolic process",5,238,92.4734552188788,"down",0.853466389518291,0.942987377290011,"Brain","Heat"
"GO:0051247","positive regulation of protein metabolic process",7,100,144.375049151028,"down",0.860118789588768,0.942987377290011,"Brain","Heat"
"GO:0009968","negative regulation of signal transduction",5,87,144.382974474001,"down",0.843674813005127,0.942987377290011,"Brain","Heat"
"GO:0010605","negative regulation of macromolecule metabolic process",6,222,96.2789854622652,"down",0.855245126139528,0.942987377290011,"Brain","Heat"
"GO:0009260","ribonucleotide biosynthetic process",6,38,230.89104868827,"down",0.858348105043635,0.942987377290011,"Brain","Heat"
"GO:0046390","ribose phosphate biosynthetic process",5,38,230.89104868827,"down",0.858348105043635,0.942987377290011,"Brain","Heat"
"GO:0051246","regulation of protein metabolic process",6,228,93.8054519924467,"down",0.852015659876719,0.942987377290011,"Brain","Heat"
"GO:0016070","RNA metabolic process",5,429,80.9311148621491,"down",0.886457808121433,0.968645949271765,"Brain","Heat"
"GO:0072594","establishment of protein localization to organelle",4,34,288.318698681586,"down",0.897576545922546,0.97755861437109,"Brain","Heat"
